,index,Unnamed: 0,서울대공원부정단어리뷰,index,단어
0,0,128, everything was good I saw the animals and the environment was good However as soon as you pass the entrance there is a restaurant in front of the ,0,everything
1,1,187, I have a good time with my granddaughters and grandchildren everything is perfect ,1,everything
2,2,237,"This is a park in massive area which includes multiple different attractions. The zoo has most visitors and is a pretty good place to any ages.  Facilities: Zoo, Garden, Camping Zone, Seoul Land(Amusement Park), Contemporary Museum, etc. We only entered the zoo. But, there was a rose garden as a season special and it looked nice, too.  Location: This is in Gwacheon City. But, only 4 stops away from Metro Sadang Station (line #4). Accessibility is great from Seoul. From the metro station, it's a short walk to the park. There are some food stalls in the way. It's fun to watch and I recommend having foods here because foods inside the park are much more expensive.  Zoo: - We bought combined ticket of 10,500 won for a lift, a elephant bus and an entrance. After buying the ticket, go to the lift station on the right and take the lift until the highest area of the zoo. Walk around the zoo and take the bus when it's done. This seems to be the best way to save money.  - The zoo was fine. Food stands, bathrooms, benches are everywhere. Bird Zone is like a Jurassic Park. If you are lucky, you'll be able to see parrots very closely. We were very amused to see apes. I think Ape Zone is the best part in this zoo.  - I was a bit disappointed not to see lions. There were MANY constructions and some animals aren't staying at where they are supposed to be. Bat cages were empty.  - It's a lot of walking anyway. Be ready to get tired.  - There's A-Zoo tour on the website to travel comfortably riding on a cart for children or seniors. It's not available at the ticket office. I think they should fix that.  - Even though there are animals of many kinds, there are still many this zoo doesn't have. So, don't expect to see every one you can imagine.  - There's an arboretum in the zoo. It was just okay level.  - There are a number of visitors in the zoo. But, this is a huge zoo and there's no chance to wait to see something. We liked it.  - Some of them close at 18:00. You'd better enter before that if you wish to see everything.",2,everything
3,3,269,"Very nice and big zoo, we were there for 5 hours and did not get to see everything. Even though it was quite busy on a Sunday, the park is big enough to not feel trapped in the masses. Some very nice pavilions (especially the tiger part), but also unfortunately some very small cages for certain animals. End of March is still a bit cold and some animals were thus still kept inside (which is good for them, no complaints on that as an animal lover), and the grass and flowers still have to set in. I certainly recommend the place, it's a must visit, but would advice to go mid April or later. Also very cheap (3000 WON for an adult)",3,everything
4,4,281,"I visited the Gwacheon-located Seoul Grand Park and it was overall a positive experience. I only visited the zoo section, and not Seoul Land, the amusement park. For what it's worth my friends have told me that Seoul Land isn't really worth it, compared to Lotte World or Everland. The zoo features many animals, of all kinds and species and from all continents. There's pretty much everything you can think of : reptiles, big mammals, seals, éléphants, lions... The park is also perfectly located in between mountains and offers a stunning view. It also has a fairly large choice of dining and snack options. My bigger complaint with the park is that it feels a bit run down. Enclosures are fairly stale, and a some animals seemed a bit unhealthy. It also lacks some kind of a theme (safari, themes for different clades or cintinents), special events allowing greater interaction with animals or staff, as well as a session dedicated to children for example)",4,everything
5,5,290,"I've read a couple other reviews here and I share generally the same sentiment. The zoo itself is incredible, there are tons of animals from all over the world to see. The rose gardens are amazing as well. I took a gondola ride that goes over everything and provides you with amazing views. I am however slightly concerned for the animals. You can literally put your hands about 3 feet from the cages and feed the animals food. I saw people giving the Gibbons cheetos. It was sort of funny, but I felt guilty watching it. Different country, different views on how a zoo should be run, but overall I had a great time.",5,everything
6,0,112, close too early The lift staff are unfriendly ,6,staff
7,1,264,"We went there in August and it's too hot for us. We could only walked for half an hour and decided to leave. The zoo is pretty old. The staff is not good at providing information (as we walk along the way to the zoo from cable car station, we just realized that there a shuttle bus to the zoo but the woman at the information didnt tell us. So we have to walk under really hot weather).",7,staff
8,2,281,"I visited the Gwacheon-located Seoul Grand Park and it was overall a positive experience. I only visited the zoo section, and not Seoul Land, the amusement park. For what it's worth my friends have told me that Seoul Land isn't really worth it, compared to Lotte World or Everland. The zoo features many animals, of all kinds and species and from all continents. There's pretty much everything you can think of : reptiles, big mammals, seals, éléphants, lions... The park is also perfectly located in between mountains and offers a stunning view. It also has a fairly large choice of dining and snack options. My bigger complaint with the park is that it feels a bit run down. Enclosures are fairly stale, and a some animals seemed a bit unhealthy. It also lacks some kind of a theme (safari, themes for different clades or cintinents), special events allowing greater interaction with animals or staff, as well as a session dedicated to children for example)",8,staff
9,3,294,"This place was amazing and so big we couldn't even do it all before we got tired and a little too hot for the day. There are many animals and they have nicely done enclosures. The guide map was in English but we found very few of the staff spoke English. However this wasn't too important as we wanted to just see the animals. They had an amazing dolphin and seal lion show that was included with the entrance fee. There was an impressive green house with many many different species of lovely plants. We also took the sky lift to get a birds eye view (and return to the front) and it wasn't very expensive. The zoo is non-smoking which was nice. There were several food options and one had a lot of good Korean food options with a serve yourself kimchi bar. There were colored lines along paths if you wanted to do a particular loop with each taking about two hours to complete. We didn't use these, but it was a nice option. Overall this zoo was enormous and very nicely done. We were glad we were able to visit and little sad we didn't get to see the whole place (or have time to to return again on another day).",9,staff
10,4,306,"We are a family of four, we have a 9 year old daughter and a 3 year old son. We went to Seoul Grand Park on Sep 1 2013 and loved it. I would highly recommend taking the subway, line #4, stop SEOUL GRAND PARK. If you exit out of exit 2, you will walk about 1/4 mile to the SGP tram loading/unloading zone. I would recommend paying to ride the tram as the entrance to the zoo is about 1/2 to 3/4 of a mile uphill (and trust me you are going to be walking uphill enough). The tram cost us 2,700 won. Although the tram area looks busy as all get out, trams came one right after another, only waiting about 30 seconds between trams. They moved us out like cattle! We were pleased with the tram. So, once the tram stopped, we bought our tickets to the zoo (they included a special ""theme"" ticket allowing us into another attraction, I am all but certain it was the rose garden, but we never made it), and we entered the zoo (9,600 won total, I could NOT believe how inexpensive it was). Ok, once in the zoo, either take the ski lift all the way up to the top and walk down and call it a day, or find a good spot to tighten your walking shoes. The walk to the top is uphill, you will earn your view of the lions and the other ""cats"", but it is well worth it. I've never been to a zoo that had over 6 lions, not lioness, lions! This zoo has it ALL, from Bison, Bears (so many), Dolphins to Deer. The highlight of the day was the deer eating out of my daughter and son's hand (although it's probably not recommended by the staff, if you have little ones than bring lettuce or carrots, my kids just fed them the green leaves they found on the ground and they ate them). We had absolutely no complaints about this zoo, in fact it blew away our expectations. Bathrooms extremely clean, convenient stores selling soda and snacks for regular prices (not jacked up because it's in a zoo, a soda was 900 won), and such a wide variety of animals. Tip #1 - allow a FULL day here. So, the end of the day we hopped back on the tram and we thought it would take us straight to the loading/unloading area we boarded the tram when we arrived....no. It made one stop at Seoul Land prior to heading back. Tip #2 - there is MORE at the Seoul Grand Park than the zoo!!! Who knew right?? Well, we do and we are definitely heading back soon! We had an incredible day!",10,staff
11,0,160, You must take the lift at the beginning Just because I rode the elephant train didnt mean I was an expert ,11,didnt
12,1,245,"My kid loves animals so it was her 1st time in Seoul so I thought lets go and visit the Zoo, The entrance to the zoo is very far so once you get off from the Metro you arrive at 1 entrance from there you can buy a ticket on the elephant train and then get off at the zoo entrance. Once you get of the elephant train, you have to pay again to get back on it lol  The actual zoo is very large but due to winter most of the animals are kept inside, you can still see them but it would be better if you visit the Zoo after spring. The paths are slippery with ice so be careful.  Next to the zoo is Seoul Land an amusement park, it was too cold to go there so didnt bother.",12,didnt
13,2,264,"We went there in August and it's too hot for us. We could only walked for half an hour and decided to leave. The zoo is pretty old. The staff is not good at providing information (as we walk along the way to the zoo from cable car station, we just realized that there a shuttle bus to the zoo but the woman at the information didnt tell us. So we have to walk under really hot weather).",13,didnt
14,0,208, Convenience store friendliness is the worst The first convenience store on the right side of the front door is the worst ,14,worst
15,0,22, The zoo is spacious so its nice to walk around but there arent many animals so the child is a little disappointed Dont get sick animals ,15,disappointed
16,1,237,"This is a park in massive area which includes multiple different attractions. The zoo has most visitors and is a pretty good place to any ages.  Facilities: Zoo, Garden, Camping Zone, Seoul Land(Amusement Park), Contemporary Museum, etc. We only entered the zoo. But, there was a rose garden as a season special and it looked nice, too.  Location: This is in Gwacheon City. But, only 4 stops away from Metro Sadang Station (line #4). Accessibility is great from Seoul. From the metro station, it's a short walk to the park. There are some food stalls in the way. It's fun to watch and I recommend having foods here because foods inside the park are much more expensive.  Zoo: - We bought combined ticket of 10,500 won for a lift, a elephant bus and an entrance. After buying the ticket, go to the lift station on the right and take the lift until the highest area of the zoo. Walk around the zoo and take the bus when it's done. This seems to be the best way to save money.  - The zoo was fine. Food stands, bathrooms, benches are everywhere. Bird Zone is like a Jurassic Park. If you are lucky, you'll be able to see parrots very closely. We were very amused to see apes. I think Ape Zone is the best part in this zoo.  - I was a bit disappointed not to see lions. There were MANY constructions and some animals aren't staying at where they are supposed to be. Bat cages were empty.  - It's a lot of walking anyway. Be ready to get tired.  - There's A-Zoo tour on the website to travel comfortably riding on a cart for children or seniors. It's not available at the ticket office. I think they should fix that.  - Even though there are animals of many kinds, there are still many this zoo doesn't have. So, don't expect to see every one you can imagine.  - There's an arboretum in the zoo. It was just okay level.  - There are a number of visitors in the zoo. But, this is a huge zoo and there's no chance to wait to see something. We liked it.  - Some of them close at 18:00. You'd better enter before that if you wish to see everything.",16,disappointed
17,2,243,"Primarily came for the zoo. It's a bit overwhelming in term of the size. The place is so huge and be prepared to do a lot of walking.  In term of animals, a bit disappointed. The only marine I saw was sea lion. No more dolphin. Didn't get to see many animals.  The only nice thing I like is the sky lift. If you visit must try sky lift.",17,disappointed
18,3,251,"We went together with 2 other families and there are a total of 6 children (aged 2 to 8) and 6 adults. We only manage to go to the zoo though we bought the package price.  Generally, I am pleased to go there as my girl (aged 8) is the only child who is interested in seeing those animals (except that she is disappointed that she did not get to see dolphin there as the dolphins have gone back to nature.)  My younger daughter aged 6 did not enjoy seeing the animals as much as like the playground there ( similar as the rest of the other kids)  Good to allow the children to explore and see the real animals out there.",18,disappointed
