,index,Unnamed: 0,서울대공원부정단어리뷰,index,단어
0,0,152,I went to Changdeokgung Palace on a Sunday afternoon. It has less much people than Gyeongbokgung Palace. But I was not disappointed. I had opportunity to take many beautiful photos with interruption from other tourists. Don't expect grand buildings here as well as other palaces in Seoul. It offers a different kind of beauty and experience comparing to palaces in Beijing.,0,disappointed
1,1,183,"We visited this place with two children. It is beautiful place and lots to see Highly recommend. Give enough time . Lots of walking . We took English speaking guide, Bit disappointed as she spoke very fast and did not allow group together to catch up. Go early as not to miss changing of guard and visit to Gardens.   .",1,disappointed
2,2,251,I think my expectation was way too high and the day I visited was a cold day without much sun. That's why I was little disappointed and it would have been so much better if the day was warmer and brighter.,2,disappointed
3,3,257,"It’s unclear what, if anything, is the original structure. It has been reconstructed with bits from another palace which makes it all seem a bit pointless, especially since they point out that many structures were modified in the process. Is this really what the palace looked like? And what parts are original, from the other palace, or new from the restoration which began in the 1990’s?  You can’t go into any of the ”historical” buildings (from the 1990’s..?) which means you only see exteriors and the occasional glance through and open window or door.  There is very little written information in English (or any other language for that matter). To enter the garden you have to join the English speaking guided tour which only runs 3-4 times a day, and since it’s a limited number of people per tour, chances are likely that you won’t get tickets unless you booked in advance. Although I can’t say I’m terribly disappointed in not getting a spot for the garden since I wasn’t very impressed with the palace to begin with.  I wouldn’t recommend this one.",3,disappointed
4,4,511,"The palace is nice, less crowded than Gyeongbokgung and a bit smaller, so I liked this one more. But the main reason I came here was the Secret Garden tour and we were not disappointed. The tour itself provides valuable information for those interested in the history of the place. I stayed back for the first few buildings, then decided to explore on my own, since I wanted to get nice pictures without the whole group in them (the tour is limited to 100 people). I would recommend that. You can always go back and catch up with the group, or ask the guide some questions. The gardens are so beautiful, we were lucky with the weather; sunshine and blue sky. It was just amazing and I took a million pictures (see below :-)), a total MUST DO if you love gardens. I would go back and book the tour again, it's so beautiful!",4,disappointed
5,5,715,"First of all, palaces in Seoul aren't something spectacular nor in fantastic sceneries. That's not what they pursued in the past. Gates might be the biggest structures. And maybe some temples on mountains or on cliffs will be better for wallpapers. Tourists expecting those might be disappointed after visits. Nevertheless, there are people who have been so impressed on them and Changdeokgung is one of the best.  - location: Locating in a less crowded area and with less reputation than Gyeongbokgung, Changdeokgung is comparatively quieter and more comfortable to take a look. Gwangjang Market, Jongmyo Shrine and Changgyeonggung Palace are near and good for connected package in a single day.  - The true beauty of Korea's palaces is a harmony with surrounding nature. Trees, rocks and even views around are parts of the palace. Sophisticated roofs of buildings are also nice.  - The tour is walking outside and watching. The good weather is very important.  - There aren't many buildings and visitors can't enter inside.  - Guided tours only during weekdays. Free visit on Saturday. I think slow travelers will prefer visiting on Saturday.  - Secret Garden: Called as Huwon(後苑 Backyard Garden) or Biwon(秘院 Secret Garden) in the history. 5,000 won to have a guided tour. This takes about 90 min and there are several buildings and pavilions in the forest. The old tree near the way out shouldn't be missed. Right next to the entrance of Huwon, there's the entrance of the other palace, Changgyeonggung.  - The gift shop has tons of quality gifts comparing to most other folk shops in Seoul. Prices are high as they need to be.  - Events like night specials will be also nice. They have illuminations and great performances.",5,disappointed
6,6,738,"If you have been in Asia a bit like China, Vietnam...you may feel disappointed. The whole complex is rebuilt so not much impression . The good point is the great museum inside",6,disappointed
7,7,743,"I read about a Moonlight guided tour of this palace from 8 PM - 10 PM on Sunday nights from June 2017 - November 2017, so I jumped on the opportunity and booked the ticket 3 months in advance of my trip. I was not disappointed - this palace is seriously SO beautiful. Between Gyeonbokgung (the large main palace in Seoul at the city center) and this palace, I MUCH preferred Changdeokgung. The guided tour at night was great, and had an English speaking guide (they offer Korean, English, and Chinese). We went through the palace and learned about the different buildings and architecture. The secret garden is only open to moonlight tour guests and we got to see that too - it was absolutely stunning with the library lit up in the background over the pond. There were traditional musicians throughout the palace as well, playing the traditional flute, and someone was playing a gayageum in the garden. After the actual tour, there was also a cultural performance, where we saw two traditional Korean dances, heard a traditional music performance by a Korean ensemble, and heard one of the traditional Korean stories that are sung by the storyteller. We got to try special tea and foods as well, and got a little gift of 6 gold bookmarks with Changdeokgung's special window architecture on them. Overall, for 32,000 Won (~$30) I would highly recommend that people get tickets to this event, or if not at least go see the palace sometime during the day. I'm not sure what the regular day admission is for the palace, but I'm sure it's less than the moonlight tour. Maybe about 10,000 Won (~$10)? But I'm not totally sure.",7,disappointed
8,8,877,"went there specifically for the renowned Secret Garden sights end of March, the cherry blossom season. You gotta pay extra for this Secret Garden guided tour, as they wont let you in by yourself. otherwise you just pay for the general admission fee. Seem wearing a Hanbok will get you some discount on the entrance fee. the old heritage building is well maintained and upon entering we were greeted by 2 blooming white cherry blossom tree. there were a few more pink cherry blossom further in. as for the Secret Garden tour, very informative tour guide and very friendly. there are different language tour session, so know when is preferred time slots. Was a disappointed though with the scenery as the flowers are not in bloom and the trees are still withered from winter. Be prepared for a little up slope hike. Really choose your visiting season well or else be disappointed. Tour guide recommend to visit during full blown spring, authumn and winter (with snow covering the land) to enjoy the place true beauty. perhaps 1 day will revisit again.",8,disappointed
9,9,1223,"There are several palaces of this type in Seoul. If you are expecting a palace in the European sense you will be disappointed. Korean palaces are interesting and quite unique, but, for me, a little goes quite a long way. I would recommend visiting one (or two maximum) palace (give yourself about an hour) and then move on to something else.",9,disappointed
